,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,score,user score,developer,players,critics,users
1661,NASCAR Heat 2002,PS2,2001.0,Racing,Infogrames,0.29,0.23,0.0,0.08,0.6,81,8.5,MonsterGamesInc.,1-2 ,14,4
1662,XCOM: Enemy Unknown,PS3,2012.0,Strategy,Take-Two Interactive,0.24,0.25,0.0,0.11,0.6,89,8.3,FiraxisGames,2 ,20,320
1663,Blur,X360,2010.0,Racing,Activision,0.25,0.28,0.0,0.06,0.6,82,8.2,BizarreCreations,Up to 20 ,78,189
1664,NHL 11,PS3,2010.0,Sports,Electronic Arts,0.4,0.13,0.0,0.07,0.6,88,7.2,ElectronicArts,No info,38,55
1665,Monopoly,X360,2008.0,Misc,Electronic Arts,0.34,0.2,0.0,0.06,0.6,56,5.8,EABrightLight,No Online Multiplayer,9,17
1666,Asphalt: Urban GT,DS,2004.0,Racing,Ubisoft,0.31,0.22,0.0,0.06,0.6,60,7.9,Gameloft,No Online Multiplayer,38,17
1667,The Fight: Lights Out,PS3,2010.0,Fighting,Sony Computer Entertainment,0.29,0.22,0.0,0.09,0.6,48,8.1,ColdwoodInteractive,No info,39,73
1668,Dead Space,PC,2008.0,Action,Electronic Arts,0.0,0.53,0.0,0.06,0.59,86,8.1,EARedwoodShores,No Online Multiplayer,28,1525
1669,Rayman Origins,PSV,2012.0,Platform,Ubisoft,0.13,0.35,0.0,0.11,0.59,88,8.4,UBlartMontpellier,No info,54,324
1670,Assassin's Creed: Brotherhood,PC,2011.0,Action,Ubisoft,0.15,0.34,0.0,0.1,0.59,88,8.2,UbisoftMontreal,No info,24,1609
1671,Iron Man,Wii,2008.0,Action,Sega,0.31,0.22,0.0,0.06,0.59,44,6.8,ArtificialMindandMovement,No Online Multiplayer,14,9
1672,Kane & Lynch 2: Dog Days,PS3,2010.0,Shooter,Square Enix,0.17,0.28,0.05,0.1,0.59,62,5.3,IoInteractive,Up to 12 ,53,136
1673,Total War: Shogun 2,PC,2011.0,Strategy,Sega,0.19,0.31,0.0,0.09,0.59,90,8.4,CreativeAssembly,Online Multiplayer,62,1345
1674,Naruto: The Broken Bond,X360,2008.0,Action,Ubisoft,0.24,0.28,0.0,0.07,0.59,80,7.9,UbisoftMontreal,2  Online,34,56
1675,2002 FIFA World Cup,PS2,2002.0,Sports,Electronic Arts,0.21,0.17,0.16,0.06,0.59,73,5.6,EASports,1-8 ,19,18
1676,Crash Bandicoot: The Wrath of Cortex,GC,2002.0,Platform,Universal Interactive,0.46,0.12,0.0,0.02,0.59,62,7.0,Traveller'sTales,1 Player,11,53
1677,Extreme-G,N64,1997.0,Racing,Acclaim Entertainment,0.47,0.11,0.0,0.01,0.59,82,8.5,ProbeEntertainmentLimited,1-4 ,11,24
1678,Payday 2,X360,2013.0,Shooter,505 Games,0.33,0.21,0.0,0.05,0.59,75,6.3,OverkillSoftware,Up to 4 ,18,200
1679,SoulCalibur V,X360,2012.0,Fighting,Namco Bandai Games,0.39,0.14,0.02,0.04,0.59,77,6.3,ProjectSoul,2 ,56,139
1680,NHL 12,PS3,2011.0,Sports,Electronic Arts,0.36,0.16,0.0,0.07,0.59,86,7.5,ElectronicArts,No info,33,57
1681,Silent Hill: Shattered Memories,PS2,2010.0,Action,Konami Digital Entertainment,0.13,0.22,0.01,0.23,0.59,77,7.1,ClimaxGroup,No info,8,125
1682,Lost: Via Domus,X360,2008.0,Action,Ubisoft,0.18,0.34,0.0,0.07,0.59,55,6.3,UbisoftMontreal,No Online Multiplayer,50,63
1683,Mega Man Anniversary Collection,PS2,2004.0,Platform,Capcom,0.29,0.22,0.0,0.08,0.59,81,8.8,AtomicPlanetEntertainment,1 Player,26,70
1684,Deus Ex: Human Revolution,PC,2011.0,Shooter,Square Enix,0.25,0.25,0.0,0.09,0.59,90,8.5,NixxesSoftware,No Online Multiplayer,52,3582
1685,Harvest Moon: Friends of Mineral Town,GBA,2003.0,Simulation,Ubisoft,0.34,0.13,0.11,0.01,0.59,81,8.7,TOSE,1 Player,25,138
1686,Mega Man X7,PS2,2003.0,Action,Capcom,0.22,0.17,0.14,0.06,0.58,58,7.2,"ValuewaveCo.,Ltd.",No info,30,97
1687,Top Spin 3,Wii,2008.0,Action,Take-Two Interactive,0.15,0.37,0.0,0.07,0.58,68,5.7,PamDevelopment,1-4 ,18,29
1688,The Conduit,Wii,2009.0,Shooter,Sega,0.29,0.23,0.0,0.06,0.58,69,8.1,HighVoltageSoftware,Up to 12 ,79,264
1689,Just Dance 2016,WiiU,2015.0,Misc,Ubisoft,0.28,0.25,0.0,0.05,0.58,73,6.9,Ubisoft,No info,7,14
1690,NHL 15,PS4,2014.0,Sports,Electronic Arts,0.3,0.18,0.0,0.1,0.58,60,3.7,EASports,2 ,28,311
1691,Romancing SaGa,PS2,2005.0,Role-Playing,Square Enix,0.06,0.04,0.47,0.01,0.58,58,7.8,SquareEnix,1 Player,23,38
1692,The Lord of the Rings: The Third Age,PS2,2004.0,Role-Playing,Electronic Arts,0.49,0.02,0.0,0.08,0.58,73,8.0,EAGames,1-2 ,35,79
1693,Trivial Pursuit,Wii,2009.0,Misc,Electronic Arts,0.21,0.31,0.0,0.07,0.58,67,5.8,EABrightLight,No Online Multiplayer,11,4
1694,The Legend of Spyro: Dawn of the Dragon,Wii,2008.0,Platform,Vivendi Games,0.35,0.18,0.0,0.05,0.58,64,7.0,EtrangesLibellules,1-2 ,11,30
1695,The Sims 3: World Adventures,PC,2009.0,Simulation,Electronic Arts,0.02,0.18,0.0,0.39,0.58,81,7.7,TheSimsStudio,No info,31,84
1696,Kinect Sports Rivals,XOne,2014.0,Sports,Microsoft Game Studios,0.3,0.22,0.02,0.04,0.58,60,5.0,MicrosoftGameStudios,Up to 4 ,53,146
1697,Rayman Origins,Wii,2011.0,Platform,Ubisoft,0.23,0.29,0.0,0.07,0.58,92,8.5,UBlartMontpellier,1-4 ,13,172
1698,WWE 2K16,XOne,2015.0,Sports,Take-Two Interactive,0.31,0.22,0.0,0.05,0.58,72,5.3,Yuke's,Up to 6 ,18,91
1699,Titanfall,PC,2014.0,Shooter,Electronic Arts,0.21,0.3,0.0,0.07,0.58,86,6.3,RespawnEntertainment,Up to 12 ,29,1758
1700,NCAA Football 09,PS3,2008.0,Sports,Electronic Arts,0.54,0.0,0.0,0.04,0.58,81,7.2,EATiburon,12  Online,20,26
1701,Tom Clancy's HAWX,X360,2009.0,Action,Ubisoft,0.31,0.19,0.02,0.06,0.58,73,7.1,UbisoftRomania,1 Player,64,54
1702,Terminator 3: Rise of the Machines,PS2,2003.0,Action,Atari,0.28,0.22,0.0,0.07,0.58,38,5.9,BlackOpsEntertainment,1 Player,21,30
1703,Unreal Tournament,PS2,2000.0,Shooter,Infogrames,0.28,0.22,0.0,0.07,0.58,77,7.3,EpicGames,1-4 ,23,22
1704,Contra: Shattered Soldier,PS2,2002.0,Shooter,Konami Digital Entertainment,0.28,0.22,0.0,0.07,0.58,78,7.2,KCET,1-2 ,33,35
1705,NBA 2K7,X360,2006.0,Sports,Take-Two Interactive,0.53,0.0,0.0,0.04,0.58,84,7.8,"KushGames,VisualConcepts",1-4 ,46,68
1706,Rock Band 3,PS3,2010.0,Misc,MTV Games,0.43,0.09,0.0,0.06,0.58,91,8.1,HarmonixMusicSystems,No info,34,101
1707,Disgaea 4: A Promise Unforgotten,PS3,2011.0,Role-Playing,Nippon Ichi Software,0.27,0.11,0.14,0.06,0.58,80,8.7,NipponIchiSoftware,No Online Multiplayer,39,111
1708,BlazBlue: Calamity Trigger,PS3,2009.0,Fighting,PQube,0.36,0.1,0.06,0.06,0.58,87,8.5,ArcSystemWorks,Up to 6 ,50,119
1709,Tenchu 2: Birth of the Stealth Assassins,PS,2000.0,Action,Activision,0.32,0.22,0.0,0.04,0.58,77,8.7,Acquire,1 Player,14,58
1710,Tony Hawk's Pro Skater 4,GC,2002.0,Sports,Activision,0.45,0.12,0.0,0.02,0.58,91,8.4,NeversoftEntertainment,1-8 ,19,30
1711,MLB 11: The Show,PS3,2011.0,Sports,Sony Computer Entertainment,0.54,0.0,0.0,0.04,0.58,90,8.0,SCEASanDiegoStudios,Up to 4 ,30,87
1712,NHL 06,PS2,2005.0,Sports,Electronic Arts,0.48,0.02,0.0,0.08,0.58,78,8.6,EACanada,8  Online,27,32
1713,NHL 10,PS3,2009.0,Sports,Electronic Arts,0.38,0.12,0.0,0.07,0.58,88,8.1,EACanada,No info,35,44
1714,Rooms: The Main Building,DS,2010.0,Adventure,Nintendo,0.1,0.41,0.01,0.06,0.58,56,tbd,HandMadeGame,No info,23,0
1715,Tetris Party Deluxe,Wii,2010.0,Puzzle,Nintendo,0.34,0.17,0.02,0.05,0.58,72,5.8,"TetrisOnline,Inc",No info,19,4
1716,NFL Blitz 2000,N64,1999.0,Sports,Midway Games,0.55,0.02,0.0,0.0,0.58,85,8.5,Midway,1-4 ,14,17
1717,Top Spin 3,PS3,2008.0,Action,Take-Two Interactive,0.08,0.37,0.0,0.12,0.57,75,7.5,PamDevelopment,Up to 4 ,36,21
1718,Shin Megami Tensei IV,3DS,2013.0,Role-Playing,Atlus,0.28,0.0,0.27,0.02,0.57,83,6.6,Atlus,No Online Multiplayer,48,502
1719,Spider-Man 3,X360,2007.0,Platform,Activision,0.49,0.04,0.0,0.04,0.57,63,7.0,Treyarch,No Online Multiplayer,61,66
1720,Tony Hawk's Pro Skater 4,GBA,2002.0,Sports,Activision,0.41,0.15,0.0,0.01,0.57,85,7.0,VicariousVisions,1-4 ,13,5
1721,Disney Universe,X360,2011.0,Action,Disney Interactive Studios,0.37,0.15,0.0,0.05,0.57,66,5.6,"EurocomEntertainmentSoftware,Eurocom",No Online Multiplayer,31,16
1722,Iron Man,X360,2008.0,Action,Sega,0.27,0.24,0.0,0.06,0.57,45,5.8,SecretLevel,No Online Multiplayer,43,55
1723,Spyro Orange: The Cortex Conspiracy,GBA,2004.0,Action,Vivendi Games,0.41,0.15,0.0,0.01,0.57,60,6.1,VicariousVisions,1-2 ,25,20
1724,Enslaved: Odyssey to the West,PS3,2010.0,Action,Namco Bandai Games,0.24,0.24,0.01,0.09,0.57,80,7.6,NinjaTheory,No Online Multiplayer,53,356
1725,"Warhammer 40,000: Space Marine",X360,2011.0,Shooter,THQ,0.25,0.27,0.0,0.06,0.57,76,7.8,Relic,16  Online,57,242
1726,Madden NFL 06,GC,2005.0,Sports,Electronic Arts,0.44,0.11,0.0,0.02,0.57,86,7.8,EASports,4  Online,21,13
1727,Assassin's Creed II,PC,2010.0,Action,Ubisoft,0.01,0.45,0.0,0.11,0.57,86,7.3,UbisoftMontreal,No Online Multiplayer,22,2221
1728,Defiance,X360,2013.0,Shooter,Trion Worlds,0.38,0.15,0.0,0.04,0.57,60,7.2,TrionWorlds,No info,27,249
1729,Dynasty Warriors 5: Xtreme Legends,PS2,2005.0,Action,Tecmo Koei,0.11,0.08,0.35,0.03,0.57,57,8.2,OmegaForce,1-2 ,22,30
1730,Skylanders: Spyro's Adventure,3DS,2011.0,Action,Activision,0.32,0.2,0.0,0.05,0.57,82,5.1,VicariousVisions,No info,8,72
1731,XIII,PS2,2003.0,Shooter,Ubisoft,0.28,0.22,0.0,0.07,0.57,73,8.6,UbisoftParis,1-2 ,37,49
1732,NHL 14,PS3,2013.0,Sports,Electronic Arts,0.28,0.19,0.0,0.09,0.57,80,6.1,ElectronicArts,Up to 12 ,22,83
1733,LEGO Rock Band,X360,2009.0,Misc,Warner Bros. Interactive Entertainment,0.4,0.12,0.0,0.05,0.57,71,7.2,TTFusion,No info,50,33
1734,Top Spin 3,X360,2008.0,Action,Take-Two Interactive,0.09,0.4,0.0,0.07,0.57,78,7.7,PamDevelopment,Up to 4 ,47,40
1735,Tom Clancy's HAWX,PS3,2009.0,Action,Ubisoft,0.21,0.22,0.05,0.09,0.57,74,7.9,UbisoftRomania,No info,35,46
1736,Breath of Fire IV,PS,2000.0,Role-Playing,Capcom,0.11,0.08,0.34,0.04,0.56,83,8.7,Capcom,1 Player,10,91
1737,True Crime: Streets of LA,GC,2003.0,Action,Activision,0.44,0.11,0.0,0.02,0.56,77,7.4,Exakt,1 Player,29,33
1738,Odin Sphere,PS2,2007.0,Role-Playing,Square Enix,0.23,0.18,0.09,0.06,0.56,83,8.7,VanillaWare,1 Player,49,73
1739,Arena Football,PS2,2006.0,Sports,Electronic Arts,0.28,0.22,0.0,0.07,0.56,66,8.1,EATiburon,4  Online,18,15
1740,The Lord of the Rings: The Return of the King,GBA,2003.0,Action,Electronic Arts,0.4,0.15,0.0,0.01,0.56,77,8.2,GriptoniteGames,1-2 ,13,12
1741,NHL Hitz 20-02,PS2,2001.0,Sports,Midway Games,0.28,0.22,0.0,0.07,0.56,78,7.6,BlackBox,1-6 ,18,8
1742,Classic NES Series: Dr. Mario,GBA,2004.0,Puzzle,Nintendo,0.31,0.11,0.13,0.01,0.56,66,8.2,Nintendo,1-2 ,10,12
1743,NCAA March Madness 07,PS2,2007.0,Sports,Electronic Arts,0.28,0.22,0.0,0.07,0.56,63,8.6,EACanada,2  Online,9,7
1744,"Monsters, Inc. Scream Team",PS,2001.0,Platform,Sony Computer Entertainment,0.31,0.21,0.0,0.04,0.56,65,6.9,ArtificialMindandMovement,1 Player,10,12
1745,Yu-Gi-Oh! World Championship Tournament 2004,GBA,2004.0,Misc,Konami Digital Entertainment,0.4,0.15,0.0,0.01,0.56,68,7.7,KCEJ,1-2 ,18,24
1746,Hotel Dusk: Room 215,DS,2007.0,Adventure,Nintendo,0.27,0.05,0.22,0.03,0.56,78,8.5,Cing,1 Player,57,121
1747,Knockout Kings 2001,PS2,2001.0,Fighting,Electronic Arts,0.28,0.21,0.0,0.07,0.56,81,tbd,BlackOpsEntertainment,1-2 ,18,0
1748,Wolfenstein,X360,2009.0,Shooter,Activision,0.28,0.22,0.0,0.06,0.56,72,7.5,"idSoftware,RavenSoftware",Up to 12 ,66,142
1749,All-Star Baseball 2002,PS2,2001.0,Sports,Acclaim Entertainment,0.27,0.21,0.0,0.07,0.56,77,7.6,AcclaimStudiosAustin,1-4 ,16,8
1750,Tony Hawk's Proving Ground,X360,2007.0,Sports,Activision,0.49,0.02,0.0,0.04,0.56,72,5.6,NeversoftEntertainment,Up to 8 ,59,47
1751,Resident Evil 2,N64,1999.0,Action,Virgin Interactive,0.39,0.09,0.07,0.01,0.56,89,8.8,AngelStudios,1 Player,12,103
1752,Manhunt 2,PS2,2007.0,Action,Take-Two Interactive,0.27,0.21,0.0,0.07,0.56,67,7.9,RockstarLondon,1 Player,22,69
1753,Frontlines: Fuel of War,X360,2008.0,Shooter,THQ,0.34,0.15,0.01,0.05,0.56,75,7.7,KaosStudios,1 Player,55,82
1754,Lips: Number One Hits,X360,2009.0,Misc,Microsoft Game Studios,0.15,0.35,0.0,0.07,0.56,70,7.6,iNiS,No Online Multiplayer,22,7
1755,Batman Begins,PS2,2005.0,Action,Electronic Arts,0.27,0.21,0.0,0.07,0.56,64,7.7,EurocomEntertainmentSoftware,1 Player,41,100
1756,Viva Pinata: Pocket Paradise,DS,2008.0,Simulation,THQ,0.27,0.23,0.0,0.06,0.56,82,7.5,RareLtd.,2  Online,34,19
1757,ESPN NFL Football,PS2,2003.0,Sports,Sega,0.27,0.21,0.0,0.07,0.56,91,8.5,VisualConcepts,1-16 ,20,25
1758,WWE 2K15,XOne,2014.0,Sports,Take-Two Interactive,0.28,0.23,0.0,0.04,0.56,56,5.3,Yuke's,Up to 4 ,25,71
1759,Soul Sacrifice,PSV,2013.0,Role-Playing,Sony Computer Entertainment,0.18,0.09,0.22,0.06,0.56,77,8.2,"SCEJapanStudio,comcept",No info,71,309
1760,Tiger Woods PGA Tour 11,Wii,2010.0,Sports,Electronic Arts,0.24,0.26,0.0,0.06,0.56,84,7.6,EASports,No info,29,27
1761,Soldier of Fortune: Gold Edition,PS2,2001.0,Shooter,Codemasters,0.27,0.21,0.0,0.07,0.56,59,6.4,PipeDreamInteractive,1-4 ,14,18
1762,Rapala Tournament Fishing!,Wii,2006.0,Sports,Activision,0.51,0.0,0.0,0.04,0.56,41,5.3,MagicWand,No Online Multiplayer,8,15
1763,MX 2002 Featuring Ricky Carmichael,PS2,2001.0,Racing,THQ,0.27,0.21,0.0,0.07,0.56,76,8.5,PacificCoastPower&Light,1-2 ,17,10
1764,God of War: Origins Collection,PS3,2011.0,Action,Sony Computer Entertainment,0.39,0.08,0.02,0.06,0.56,84,8.6,ReadyatDawn,No Online Multiplayer,58,269
1765,Soul Reaver 2,PS2,2001.0,Action,Eidos Interactive,0.27,0.21,0.0,0.07,0.55,80,8.6,CrystalDynamics,1 Player,22,50
1766,Sly Cooper: Thieves in Time,PS3,2013.0,Platform,Sony Computer Entertainment Europe,0.35,0.13,0.0,0.08,0.55,75,8.3,SanzaruGames,1 Player,69,422
1767,Tiger Woods PGA Tour 13,PS3,2012.0,Sports,Electronic Arts,0.24,0.22,0.0,0.09,0.55,75,5.6,ElectronicArts,Up to 4 ,14,10
1768,Extermination,PS2,2001.0,Action,Sony Computer Entertainment,0.21,0.16,0.12,0.05,0.55,67,7.8,DeepSpace,1 Player,19,22
1769,Batman: Vengeance,PS2,2001.0,Adventure,Ubisoft,0.27,0.21,0.0,0.07,0.55,68,7.0,Ubisoft,1 Player,19,12
1770,Unit 13,PSV,2012.0,Shooter,Sony Computer Entertainment,0.29,0.15,0.04,0.07,0.55,71,7.1,ZipperInteractive,2 ,60,194
1771,Tatsunoko vs. Capcom: Ultimate All-Stars,Wii,2010.0,Fighting,Capcom,0.32,0.16,0.03,0.05,0.55,85,8.7,Eighting,No info,62,102
1772,TMNT,X360,2007.0,Action,Ubisoft,0.47,0.04,0.0,0.04,0.55,58,6.5,UbisoftMontreal,No Online Multiplayer,31,35
1773,F.E.A.R.,PS3,2007.0,Shooter,Vivendi Games,0.18,0.27,0.0,0.1,0.55,72,7.6,Day1Studios,16  Online,31,77
1774,NBA 2K8,PS3,2007.0,Sports,Take-Two Interactive,0.5,0.01,0.0,0.05,0.55,81,6.8,VisualConcepts,10  Online,18,19
1775,CrossworDS,DS,2008.0,Puzzle,Deep Silver,0.51,0.0,0.0,0.04,0.55,67,6.8,NuevoRetroGames,1 Player,19,6
1776,Mega Man Zero,GBA,2002.0,Platform,Capcom,0.22,0.08,0.24,0.01,0.55,82,8.8,Inti,1 Player,17,98
1777,Time Crisis: Razing Storm,PS3,2010.0,Shooter,Namco Bandai Games,0.18,0.21,0.07,0.08,0.55,58,6.4,NexEntertainment,Up to 8 ,49,21
1778,Enslaved: Odyssey to the West,X360,2010.0,Action,Namco Bandai Games,0.3,0.19,0.0,0.05,0.55,82,7.8,NinjaTheory,No Online Multiplayer,72,326
1779,Summer Sports: Paradise Island,Wii,2008.0,Sports,Ubisoft,0.49,0.02,0.0,0.04,0.55,46,4.6,Destineer,1-4 ,7,7
1780,Tak and the Power of Juju,GBA,2003.0,Platform,THQ,0.39,0.15,0.0,0.01,0.55,79,8.2,AvalancheSoftware,1 Player,28,22
1781,Jak X: Combat Racing,PS2,2005.0,Racing,Sony Computer Entertainment,0.45,0.02,0.0,0.07,0.55,76,7.8,NaughtyDog,6  Online,46,102
1782,Metro 2033,X360,2010.0,Shooter,THQ,0.22,0.24,0.03,0.05,0.55,77,7.7,4AGames,No Online Multiplayer,83,416
1783,American Idol,PS2,2003.0,Misc,Codemasters,0.27,0.21,0.0,0.07,0.55,41,4.8,HothouseCreations,1-4 ,14,12
1784,Iron Man,PS2,2008.0,Action,Sega,0.36,0.0,0.0,0.19,0.54,47,5.6,ArtificialMindandMovement,1 Player,8,19
1785,Tiger Woods PGA Tour 08,X360,2007.0,Sports,Electronic Arts,0.49,0.02,0.0,0.04,0.54,80,7.8,EASaltLake,1-4 ,45,26
1786,NBA Live 10,PS3,2009.0,Sports,Electronic Arts,0.46,0.03,0.01,0.05,0.54,81,7.5,EACanada,No info,32,25
1787,Excite Truck,Wii,2006.0,Racing,Nintendo,0.4,0.03,0.08,0.04,0.54,72,8.4,MonsterGamesInc.,No Online Multiplayer,57,86
1788,Sacred 2: Fallen Angel,X360,2009.0,Role-Playing,Deep Silver,0.29,0.17,0.04,0.05,0.54,71,7.4,"AscaronEntertainmentGmbH,AscaronEntertainment",Up to 4 ,56,69
1789,Crash Tag Team Racing,PS2,2005.0,Racing,Vivendi Games,0.27,0.21,0.0,0.07,0.54,66,7.8,RadicalEntertainment,1-2 ,21,102
1790,Two Worlds II,X360,2011.0,Role-Playing,Unknown,0.4,0.08,0.03,0.04,0.54,67,6.5,RealityPump,8  Online,50,144
1791,Sonic & All-Stars Racing Transformed,PS3,2012.0,Racing,Sega,0.08,0.33,0.01,0.11,0.54,82,8.3,SumoDigital,Up to 10 ,24,124
1792,Resident Evil: Revelations 2,PS4,2015.0,Action,Capcom,0.13,0.24,0.1,0.07,0.54,75,7.7,Capcom,2 ,30,462
1793,Manhunt 2,Wii,2007.0,Action,Take-Two Interactive,0.25,0.23,0.0,0.06,0.54,62,7.2,RockstarToronto,No Online Multiplayer,38,47
1794,Despicable Me: The Game - Minion Mayhem,DS,2010.0,Puzzle,D3Publisher,0.42,0.09,0.0,0.04,0.54,54,tbd,WayForward,No info,9,0
1795,Dragon Ball Z: Ultimate Tenkaichi,X360,2011.0,Fighting,Namco Bandai Games,0.39,0.1,0.01,0.04,0.54,55,5.8,Spike,Up to 8 ,24,65
1796,Fire Emblem: Path of Radiance,GC,2005.0,Action,Nintendo,0.29,0.08,0.16,0.01,0.54,85,8.9,IntelligentSystems,1 Player,42,213
1797,NHL 14,X360,2013.0,Sports,Electronic Arts,0.4,0.1,0.0,0.04,0.54,81,6.0,ElectronicArts,Up to 12 ,30,96
1798,Rune Factory 2: A Fantasy Harvest Moon,DS,2008.0,Role-Playing,Rising Star Games,0.33,0.03,0.15,0.03,0.54,77,8.1,Neverland,No Online Multiplayer,14,33
1799,Terminator Salvation,PS3,2009.0,Shooter,Warner Bros. Interactive Entertainment,0.13,0.29,0.01,0.11,0.54,43,4.1,GRIN,No Online Multiplayer,41,90
1800,How to Train Your Dragon,DS,2010.0,Action,Activision,0.32,0.17,0.0,0.05,0.54,60,tbd,GriptoniteGames,No info,8,0
1801,SSX Tricky,GC,2001.0,Sports,Electronic Arts,0.42,0.11,0.0,0.01,0.54,87,8.5,EASportsBig,1-2 ,20,22
1802,WWE SmackDown vs. Raw 2010,DS,2009.0,Fighting,THQ,0.35,0.14,0.0,0.05,0.54,75,8.5,Yuke's,No info,7,8
1803,Star Fox Command,DS,2006.0,Shooter,Nintendo,0.39,0.01,0.1,0.04,0.54,76,7.0,Q-Games,4  Online,56,66
1804,ESPN NBA Basketball,PS2,2003.0,Sports,Sega,0.26,0.21,0.0,0.07,0.54,89,8.4,VisualConcepts,1-10 ,18,39
1805,Over the Hedge,PS2,2006.0,Platform,Activision,0.45,0.02,0.0,0.07,0.54,58,8.4,EdgeofReality,1-2 ,29,16
1806,Mat Hoffman's Pro BMX,PS,2001.0,Sports,Activision,0.3,0.2,0.0,0.04,0.54,80,8.3,ShabaGames,1-2 ,15,19
1807,The Hobbit,PS2,2003.0,Platform,Vivendi Games,0.26,0.2,0.0,0.07,0.54,59,8.0,InevitableEntertainment,1 Player,17,27
1808,War of the Monsters,PS2,2003.0,Fighting,Sony Computer Entertainment,0.26,0.2,0.0,0.07,0.54,80,8.9,IncognitoInc.,1-2 ,41,76
1809,Tales of Symphonia: Dawn of the New World,Wii,2008.0,Role-Playing,Namco Bandai Games,0.22,0.05,0.24,0.03,0.54,68,7.4,BandaiNamcoGames,No Online Multiplayer,46,103
1810,The Incredible Hulk: Ultimate Destruction,PS2,2005.0,Action,Vivendi Games,0.26,0.2,0.0,0.07,0.54,83,8.7,RadicalEntertainment,1 Player,41,46
1811,Time Crisis II,PS2,2001.0,Shooter,Namco Bandai Games,0.26,0.2,0.0,0.07,0.53,81,7.9,Namco,1-2 ,21,26
1812,NCAA March Madness 06,PS2,2005.0,Sports,Electronic Arts,0.45,0.02,0.0,0.07,0.53,78,8.5,EACanada,2  Online,19,14
1813,Dragon's Crown,PS3,2013.0,Role-Playing,Nippon Ichi Software,0.25,0.07,0.17,0.05,0.53,82,8.4,Vanillaware,Up to 4 ,62,317
1814,Legacy of Kain: Defiance,PS2,2003.0,Action,Eidos Interactive,0.26,0.2,0.0,0.07,0.53,75,8.8,CrystalDynamics,No info,34,72
1815,NCAA March Madness 2005,PS2,2004.0,Sports,Electronic Arts,0.44,0.02,0.0,0.07,0.53,78,8.3,EACanada,2  Online,19,13
1816,007 Racing,PS,2000.0,Racing,Electronic Arts,0.3,0.2,0.0,0.03,0.53,51,4.8,Eutechnyx,No info,16,17
1817,Conflict: Vietnam,PS2,2004.0,Shooter,SCi,0.26,0.2,0.0,0.07,0.53,58,8.1,PivotalGames,1-2 ,24,23
1818,SimAnimals,DS,2009.0,Simulation,Electronic Arts,0.26,0.21,0.0,0.06,0.53,70,8.0,ElectronicArts,No info,10,5
1819,SingStar Dance,PS3,2010.0,Misc,Sony Computer Entertainment,0.09,0.32,0.0,0.12,0.53,65,3.9,SCEELondonStudio,No info,21,8
1820,Kirby and the Rainbow Curse,WiiU,2015.0,Platform,Nintendo,0.23,0.14,0.12,0.04,0.53,73,8.0,HALLabs,No Online Multiplayer,72,251
1821,Batman: Arkham City,PC,2011.0,Action,Warner Bros. Interactive Entertainment,0.16,0.28,0.0,0.09,0.53,91,8.7,RocksteadyStudios,No info,27,2464
1822,Ty the Tasmanian Tiger 2: Bush Rescue,PS2,2004.0,Platform,Electronic Arts,0.26,0.2,0.0,0.07,0.53,71,8.3,KromeStudios,1-2 ,24,30
1823,NBA 06,PS2,2005.0,Sports,Sony Computer Entertainment,0.26,0.2,0.0,0.07,0.53,63,6.3,SCEASportsStudio,2  Online,26,27
1824,Sonic & All-Stars Racing Transformed,WiiU,2012.0,Racing,Sega,0.2,0.27,0.02,0.05,0.53,78,8.0,SumoDigital,Up to 10 ,22,159
1825,Spider-Man,N64,2000.0,Action,Activision,0.43,0.09,0.0,0.01,0.53,72,7.1,EdgeofReality,No info,12,24
1826,We Cheer,Wii,2008.0,Simulation,505 Games,0.48,0.0,0.0,0.04,0.53,56,7.3,"Machatin,Inc.",1-4 ,12,13
1827,X-Men Legends,GC,2004.0,Role-Playing,Activision,0.41,0.11,0.0,0.01,0.53,81,8.4,RavenSoftware,1-4 ,36,17
1828,Alice in Wonderland,Wii,2010.0,Adventure,Disney Interactive Studios,0.27,0.21,0.0,0.05,0.53,69,7.1,EtrangesLibellules,No Online Multiplayer,18,14
1829,Bulletstorm,PS3,2011.0,Shooter,Electronic Arts,0.23,0.2,0.01,0.08,0.53,83,7.7,"EpicGames,PeopleCanFly",No Online Multiplayer,57,310
1830,F.E.A.R. 2: Project Origin,X360,2009.0,Shooter,Warner Bros. Interactive Entertainment,0.32,0.15,0.0,0.05,0.53,77,8.0,MonolithProductions,16  Online,68,125
1831,Tiger Woods PGA Tour 11,X360,2010.0,Sports,Electronic Arts,0.28,0.2,0.0,0.05,0.53,79,7.8,EASports,Up to 4 ,51,19
1832,Stuntman: Ignition,PS3,2007.0,Racing,THQ,0.17,0.26,0.0,0.1,0.53,76,6.1,ParadigmEntertainment,Up to 8 ,18,13
1833,Oni,PS2,2001.0,Action,Take-Two Interactive,0.26,0.2,0.0,0.07,0.53,69,7.1,RockstarToronto,1 Player,24,31
1834,The Lord of the Rings: The Two Towers,GC,2002.0,Action,Electronic Arts,0.41,0.11,0.0,0.01,0.53,82,8.4,StormfrontStudios,1 Player,13,31
1835,Juiced,PS2,2005.0,Racing,THQ,0.26,0.2,0.0,0.07,0.53,68,7.5,JuiceGames,6  Online,36,34
