,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,score,user score,developer,players,critics,users
3587,Fur Fighters: Viggo's Revenge,PS2,2001.0,Action,Acclaim Entertainment,0.07,0.05,0.0,0.02,0.14,64,7.2,BizarreCreations,1-4 ,15,36
3588,Risen,PC,2009.0,Role-Playing,Deep Silver,0.0,0.11,0.0,0.03,0.14,77,8.1,PiranhaBytes,No Online Multiplayer,32,812
3589,Top Spin 3,DS,2008.0,Action,D3Publisher,0.11,0.02,0.0,0.01,0.14,65,tbd,"PamDevelopment,2KSports",No Online Multiplayer,12,0
3590,Zapper: One Wicked Cricket!,GBA,2002.0,Platform,Infogrames,0.1,0.04,0.0,0.0,0.14,58,tbd,"AtomicPlanetEntertainment,BlitzGames",No info,7,0
3591,The Da Vinci Code,PS2,2006.0,Action,Take-Two Interactive,0.07,0.05,0.0,0.02,0.14,54,8.1,DoubleHelixGames,1 Player,43,27
3592,Watch Dogs,WiiU,2014.0,Action,Ubisoft,0.08,0.05,0.0,0.01,0.14,62,6.5,UbisoftRomania,Up to 4 ,15,170
3593,Mr. Driller: Drill Spirits,DS,2004.0,Puzzle,Nintendo,0.08,0.0,0.05,0.01,0.14,70,7.3,Namco,1-5 ,35,11
3594,Dead to Rights,GC,2002.0,Shooter,Electronic Arts,0.11,0.03,0.0,0.0,0.14,77,8.6,Namco,1 Player,16,7
3595,Sphinx and the Cursed Mummy,GC,2003.0,Action,THQ,0.11,0.03,0.0,0.0,0.14,79,8.4,EurocomEntertainmentSoftware,1 Player,22,16
3596,Destruction Derby Raw,PS,2000.0,Racing,Sony Computer Entertainment,0.08,0.05,0.0,0.01,0.14,69,7.0,Studio33,No info,9,18
3597,NFL Head Coach 09,PS3,2008.0,Sports,Electronic Arts,0.13,0.0,0.0,0.01,0.14,64,7.2,EATiburon,2  Online,12,13
3598,Blazing Angels 2: Secret Missions of WWII,X360,2007.0,Simulation,Ubisoft,0.11,0.02,0.0,0.01,0.14,72,7.8,UbisoftRomania,Up to 16 ,24,13
3599,Just Cause 3,PC,2015.0,Action,Square Enix,0.03,0.11,0.0,0.01,0.14,74,5.7,AvalancheStudios,No Online Multiplayer,50,760
3600,Eternal Poison,PS2,2008.0,Role-Playing,Banpresto,0.07,0.05,0.0,0.02,0.14,65,8.7,Flight-Plan,No info,11,13
3601,X-Blades,X360,2009.0,Action,SouthPeak Games,0.1,0.02,0.02,0.01,0.14,50,6.0,GaijinEntertainment,No Online Multiplayer,39,18
3602,Gretzky NHL 06,PS2,2005.0,Sports,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14,62,tbd,Page44Studios,2  Online,24,0
3603,Gungrave: Overdose,PS2,2004.0,Shooter,Play It,0.07,0.05,0.0,0.02,0.14,68,8.4,SetaCorporation,1 Player,50,17
3604,How to Train Your Dragon,X360,2010.0,Action,Activision,0.11,0.02,0.0,0.01,0.14,58,7.8,EtrangesLibellules,No info,23,11
3605,Your Shape: Fitness Evolved 2013,WiiU,2012.0,Action,Ubisoft,0.06,0.07,0.0,0.01,0.14,76,6.5,BlueByte,No info,8,17
3606,NBA ShootOut 2002,PS,2001.0,Sports,Sony Computer Entertainment,0.08,0.05,0.0,0.01,0.14,53,tbd,989Sports,No info,10,0
3607,Scene It? Bright Lights! Big Screen!,Wii,2009.0,Misc,Warner Bros. Interactive Entertainment,0.13,0.0,0.0,0.01,0.14,54,tbd,ArtificialMindandMovement,No Online Multiplayer,8,0
3608,Baldur's Gate: Dark Alliance,GC,2002.0,Role-Playing,Virgin Interactive,0.11,0.03,0.0,0.0,0.14,79,7.6,HighVoltageSoftware,1-2 ,10,21
3609,The Operative: No One Lives Forever,PS2,2002.0,Shooter,Electronic Arts,0.07,0.05,0.0,0.02,0.14,67,8.4,MonolithProductions,1 Player,23,17
3610,Monster House,GC,2006.0,Adventure,THQ,0.11,0.03,0.0,0.0,0.14,60,tbd,ArtificialMindandMovement,1 Player,18,0
3611,Ecco the Dolphin: Defender of the Future,PS2,2002.0,Adventure,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14,71,8.6,AppaloosaInteractive,1 Player,17,12
3612,Skylanders Giants,3DS,2012.0,Action,Activision,0.12,0.01,0.0,0.01,0.14,59,4.6,n-Space,No info,9,14
3613,Eragon,X360,2006.0,Action,Vivendi Games,0.12,0.01,0.0,0.01,0.14,48,5.7,StormfrontStudios,1-2 ,32,24
3614,Valhalla Knights: Eldar Saga,Wii,2009.0,Role-Playing,Rising Star Games,0.1,0.01,0.01,0.01,0.14,35,6.9,"K2,Kurogane",No info,17,20
3615,Syberia,DS,2008.0,Action,Mindscape,0.1,0.02,0.0,0.01,0.14,52,tbd,"Microids,Dreamcatcher",1 Player,10,0
3616,NFL Blitz 20-03,GC,2002.0,Sports,Midway Games,0.11,0.03,0.0,0.0,0.14,72,7.8,PointofView,1-4 ,11,5
3617,The Darkness II,PC,2012.0,Shooter,Take-Two Interactive,0.1,0.03,0.0,0.01,0.14,77,7.6,DigitalExtremes,1 Player,20,545
3618,Create,X360,2010.0,Action,Electronic Arts,0.1,0.03,0.0,0.01,0.14,60,5.8,EABrightLight,No Online Multiplayer,19,10
3619,Power Gig: Rise of the SixString,PS3,2010.0,Misc,Unknown,0.13,0.0,0.0,0.01,0.14,36,2.4,Seven45Studios,No info,10,5
3620,NCIS,X360,2011.0,Adventure,Ubisoft,0.1,0.03,0.0,0.01,0.14,35,4.0,Ubisoft,No Online Multiplayer,11,7
3621,Reality Fighters,PSV,2012.0,Fighting,Sony Computer Entertainment,0.06,0.06,0.0,0.03,0.14,54,3.8,Novarama,No info,39,34
3622,College Hoops 2K8,PS3,2007.0,Sports,Take-Two Interactive,0.13,0.0,0.0,0.01,0.14,82,5.9,VisualConcepts,10  Online,18,7
3623,Super Puzzle Fighter II Turbo,PS,1996.0,Puzzle,Virgin Interactive,0.08,0.05,0.0,0.01,0.14,83,8.5,Capcom,1-2 ,9,12
3624,Ninjatown,DS,2008.0,Strategy,SouthPeak Games,0.12,0.0,0.0,0.01,0.14,80,8.4,"VenanEntertainment,CashmereProd.",2  Online,40,24
3625,Star Wars: Jedi Power Battles,GBA,2002.0,Action,THQ,0.1,0.04,0.0,0.0,0.14,58,tbd,HotGen,No info,8,0
3626,NBA 2K13,WiiU,2012.0,Sports,Take-Two Interactive,0.08,0.04,0.0,0.01,0.14,85,7.1,VisualConcepts,1 Player,17,44
3627,Cities: Skylines,PC,2015.0,Simulation,Paradox Interactive,0.0,0.13,0.0,0.01,0.14,85,8.8,ColossalOrder,No Online Multiplayer,60,1815
3628,Rayman Arena,GC,2002.0,Racing,Ubisoft,0.11,0.03,0.0,0.0,0.14,60,7.4,Ubisoft,1-4 ,10,8
3629,4x4 EVO 2,GC,2002.0,Racing,Vivendi Games,0.11,0.03,0.0,0.0,0.14,56,8.2,TerminalReality,1-2 ,7,5
3630,X-Blades,PS3,2009.0,Action,SouthPeak Games,0.07,0.03,0.02,0.02,0.14,50,6.3,GaijinEntertainment,No Online Multiplayer,31,22
3631,The History Channel: Civil War - A Nation Divided,X360,2006.0,Shooter,Activision,0.13,0.0,0.0,0.01,0.14,53,6.7,CauldronLtd.,No Online Multiplayer,19,32
3632,Need for Speed Underground 2,DS,2005.0,Racing,Electronic Arts,0.11,0.02,0.0,0.01,0.14,65,7.0,EACanada,1-4 ,13,29
3633,Dead Rising 2,PC,2010.0,Action,Capcom,0.1,0.02,0.0,0.01,0.14,78,6.5,BlueCastleGames,Up to 4 ,17,246
3634,Happy Feet,Wii,2006.0,Action,Midway Games,0.12,0.0,0.0,0.01,0.14,46,6.7,ArtificialMindandMovement,No Online Multiplayer,11,16
3635,Major League Baseball 2K8,Wii,2008.0,Sports,Take-Two Interactive,0.13,0.0,0.0,0.01,0.14,63,7.6,KushGames,No info,10,16
3636,BlazBlue: Chrono Phantasma Extend,PS4,2015.0,Action,PQube,0.07,0.03,0.02,0.02,0.14,80,7.6,ArcSystemWorks,Up to 64 ,10,53
3637,Alone in the Dark: Inferno,PS3,2008.0,Adventure,Atari,0.09,0.03,0.0,0.02,0.14,69,5.5,EdenStudios,No Online Multiplayer,25,66
3638,Rogue Warrior,PS3,2009.0,Shooter,Bethesda Softworks,0.11,0.02,0.0,0.01,0.14,27,2.8,Rebellion,Up to 8 ,24,78
3639,Fear Factor: Unleashed,GBA,2004.0,Action,Hip Interactive,0.1,0.04,0.0,0.0,0.14,30,3.0,DCStudios,1 Player,15,4
3640,Avatar: The Last Airbender - The Burning Earth,X360,2007.0,Action,THQ,0.11,0.01,0.0,0.01,0.14,54,5.6,THQ,1-2 ,7,34
3641,Vampire Moon: The Mystery of the Hidden Sun,DS,2010.0,Adventure,City Interactive,0.12,0.01,0.0,0.01,0.14,50,tbd,CityInteractive,No info,8,0
3642,G.I. Joe: The Rise of Cobra,DS,2009.0,Action,Electronic Arts,0.11,0.01,0.0,0.01,0.14,47,7.5,BackboneEntertainment,1-2 ,16,4
3643,MotoGP '06,X360,2006.0,Racing,THQ,0.11,0.01,0.0,0.01,0.14,80,7.4,"ClimaxGroup,ClimaxStudios",Up to 16 ,50,14
3644,Nitrobike,Wii,2008.0,Racing,Ubisoft,0.11,0.01,0.0,0.01,0.14,49,7.1,LeftFieldProductions,Up to 6 ,22,10
3645,Magnetica,DS,2006.0,Puzzle,Nintendo,0.08,0.01,0.03,0.01,0.14,68,8.1,Mitchell,1-2 ,33,11
3646,Scene It? Bright Lights! Big Screen!,X360,2009.0,Misc,Warner Bros. Interactive Entertainment,0.12,0.0,0.0,0.01,0.14,56,5.6,ArtificialMindandMovement,No Online Multiplayer,10,5
3647,Wild Earth: African Safari,Wii,2008.0,Simulation,Majesco Entertainment,0.11,0.02,0.0,0.01,0.14,60,7.2,SuperXStudios,1-3 ,7,5
3648,Tomb Raider: The Prophecy,GBA,2002.0,Action,Ubisoft,0.1,0.04,0.0,0.0,0.14,66,8.4,UbisoftMilan,1 Player,20,16
3649,Vampire Night,PS2,2001.0,Shooter,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14,65,7.7,WowEntertainment,1-2 ,18,9
3650,Pro Evolution Soccer 2015,XOne,2014.0,Sports,Konami Digital Entertainment,0.02,0.1,0.0,0.01,0.14,79,6.7,Konami,Up to 22 ,9,70
3651,Red Orchestra 2: Heroes of Stalingrad,PC,2011.0,Shooter,Tripwire Interactive,0.04,0.07,0.0,0.02,0.14,76,7.3,TripwireInteractive,Online Multiplayer,49,761
3652,Tiger Woods PGA Tour 2005,GC,2004.0,Sports,Electronic Arts,0.1,0.03,0.0,0.0,0.14,88,tbd,EASports,1-4 ,18,0
3653,Tom Clancy's Ghost Recon,Wii,2010.0,Shooter,Ubisoft,0.11,0.01,0.0,0.01,0.14,46,6.0,NextLevelGames,No info,21,9
3654,007: Quantum of Solace,DS,2008.0,Action,Activision,0.11,0.01,0.0,0.01,0.14,65,tbd,VicariousVisions,No info,10,0
3655,Salt Lake 2002,PS2,2002.0,Sports,Eidos Interactive,0.07,0.05,0.0,0.02,0.14,49,4.2,AttentionToDetail,1-4 ,11,5
3656,Legendary,PS3,2008.0,Shooter,Atari,0.08,0.03,0.0,0.02,0.13,50,7.2,SparkUnlimited,1 Player,31,36
3657,Castlevania Chronicles,PS,2001.0,Platform,Konami Digital Entertainment,0.07,0.05,0.0,0.01,0.13,69,6.9,Konami,1 Player,16,26
3658,MLB Power Pros 2008,Wii,2008.0,Sports,Konami Digital Entertainment,0.12,0.0,0.01,0.01,0.13,79,8.8,Konami,No info,16,23
3659,NHL 2K8,X360,2007.0,Sports,Take-Two Interactive,0.11,0.01,0.0,0.01,0.13,71,7.4,KushGames,Up to 8 ,43,17
3660,Dokapon Kingdom,Wii,2008.0,Role-Playing,Sting,0.12,0.0,0.0,0.01,0.13,73,8.3,Sting,No Online Multiplayer,11,24
3661,King Arthur,PS2,2004.0,Action,Konami Digital Entertainment,0.07,0.05,0.0,0.02,0.13,59,8.3,KromeStudios,1-2 ,22,13
3662,The Guy Game,PS2,2004.0,Misc,Gathering of Developers,0.07,0.05,0.0,0.02,0.13,48,6.9,TopHeavyStudios,1-4 ,20,14
3663,Baseball Advance,GBA,2002.0,Sports,Sega,0.1,0.04,0.0,0.0,0.13,80,7.8,Smilebit,1 Player,16,5
3664,Retro Atari Classics,DS,2005.0,Misc,Atari,0.12,0.0,0.0,0.01,0.13,51,3.7,Taniko,1-4 ,17,7
3665,NHL 2K9,PS3,2008.0,Sports,Take-Two Interactive,0.11,0.01,0.0,0.01,0.13,70,6.8,VisualConcepts,12  Online,21,4
3666,Puzzle Kingdoms,DS,2009.0,Puzzle,Zoo Digital Publishing,0.12,0.0,0.0,0.01,0.13,64,6.3,InfiniteInteractive,No info,12,4
3667,Transformers: Devastation,XOne,2015.0,Action,Activision,0.09,0.03,0.0,0.01,0.13,75,7.6,PlatinumGames,No Online Multiplayer,25,67
3668,Ys: The Ark of Napishtim,PS2,2005.0,Role-Playing,Konami Digital Entertainment,0.07,0.05,0.0,0.02,0.13,72,8.8,Falcom,1 Player,35,25
3669,Rumble Roses XX,X360,2006.0,Fighting,Konami Digital Entertainment,0.07,0.01,0.04,0.01,0.13,62,6.4,Konami,1-4 ,54,34
3670,Phantom Brave: We Meet Again,Wii,2009.0,Role-Playing,Nippon Ichi Software,0.12,0.0,0.01,0.01,0.13,76,8.3,NipponIchiSoftware,No Online Multiplayer,12,14
3671,Disney's Kim Possible: Kimmunicator,DS,2005.0,Platform,Disney Interactive Studios,0.11,0.01,0.0,0.01,0.13,61,8.0,ArtificialMindandMovement,1 Player,14,5
3672,Army Men: Green Rogue,PS2,2001.0,Action,3DO,0.06,0.05,0.0,0.02,0.13,39,3.8,3DO,1-2 ,13,4
3673,Over the Hedge: Hammy Goes Nuts!,DS,2006.0,Platform,Activision,0.12,0.0,0.0,0.01,0.13,52,tbd,AmazeEntertainment,1 Player,11,0
3674,Fatal Inertia,X360,2007.0,Racing,Tecmo Koei,0.12,0.0,0.0,0.01,0.13,61,4.2,Koei,1-4 ,30,19
3675,NHL 2003,GC,2002.0,Sports,Electronic Arts,0.1,0.03,0.0,0.0,0.13,79,tbd,EASports,1-4 ,13,0
3676,Chicken Run,PS,2000.0,Adventure,Eidos Interactive,0.07,0.05,0.0,0.01,0.13,75,6.8,BlitzGames,1 Player,7,8
3677,Scene It? Bright Lights! Big Screen!,PS3,2009.0,Misc,Warner Bros. Interactive Entertainment,0.1,0.01,0.0,0.01,0.13,53,6.3,ArtificialMindandMovement,No Online Multiplayer,14,4
3678,WWE Survivor Series,GBA,2004.0,Fighting,THQ,0.09,0.04,0.0,0.0,0.13,55,8.2,Natsume,1-4 ,12,5
3679,Destroy All Humans! Path of the Furon,X360,2008.0,Action,THQ,0.08,0.04,0.0,0.01,0.13,34,6.4,Sandblast,1-2 ,27,52
3680,Resident Evil: Revelations 2,PSV,2015.0,Action,Capcom,0.01,0.05,0.06,0.01,0.13,65,8.0,FrimaStudio,2 ,12,103
3681,Destruction Derby Arenas,PS2,2004.0,Racing,Sony Computer Entertainment,0.06,0.05,0.0,0.02,0.13,57,8.0,Studio33,1-16 ,27,16
3682,Shaman King: Power of Spirit,PS2,2004.0,Adventure,Konami Digital Entertainment,0.06,0.05,0.0,0.02,0.13,54,8.3,WinkySoft,1 Player,9,18
3683,Eat Lead: The Return of Matt Hazard,PS3,2009.0,Shooter,D3Publisher,0.09,0.02,0.0,0.01,0.13,51,6.0,ViciousCycle,1 Player,38,30
3684,Diablo II,PC,2000.0,Role-Playing,Havas Interactive,0.01,0.09,0.0,0.02,0.13,88,8.8,BlizzardNorth,Up to 8 ,34,1424
3685,NBA 08,PS3,2007.0,Sports,Sony Computer Entertainment,0.12,0.0,0.0,0.01,0.13,63,6.0,SCEASanDiegoStudios,2  Online,37,4
3686,NeverDead,PS3,2012.0,Shooter,Konami Digital Entertainment,0.06,0.04,0.01,0.02,0.13,50,4.9,Rebellion,Up to 4 ,32,58
3687,Indianapolis 500 Legends,Wii,2007.0,Racing,Destineer,0.12,0.0,0.0,0.01,0.13,47,6.7,TorusGames,No info,10,7
3688,Steel Battalion: Heavy Armor,X360,2012.0,Misc,Capcom,0.08,0.03,0.02,0.01,0.13,38,2.5,FromSoftware,Up to 4 ,58,94
3689,Academy of Champions: Soccer,Wii,2009.0,Sports,Ubisoft,0.1,0.02,0.0,0.01,0.13,64,6.8,UbisoftVancouver,No info,20,14
3690,NBA Ballers: Chosen One,PS3,2008.0,Sports,Midway Games,0.12,0.0,0.0,0.01,0.13,54,6.5,Midway,2 ,23,4
3691,Rally Fusion: Race of Champions,PS2,2002.0,Racing,Activision,0.06,0.05,0.0,0.02,0.13,73,tbd,ClimaxGroup,1-8 ,19,0
3692,Hitman 2: Silent Assassin,GC,2003.0,Action,Eidos Interactive,0.1,0.03,0.0,0.0,0.13,83,6.1,IoInteractive,1 Player,17,12
3693,MLB 13: The Show,PSV,2013.0,Sports,Sony Computer Entertainment,0.11,0.0,0.0,0.02,0.13,75,7.3,SCEASanDiegoStudios,No info,7,23
3694,Digimon Racing,GBA,2004.0,Racing,Namco Bandai Games,0.09,0.03,0.0,0.0,0.13,62,tbd,GriptoniteGames,1-4 ,10,0
3695,Green Lantern: Rise of the Manhunters,X360,2011.0,Action,Warner Bros. Interactive Entertainment,0.07,0.05,0.0,0.01,0.13,59,7.2,DoubleHelixGames,No Online Multiplayer,17,26
3696,"Crouching Tiger, Hidden Dragon",PS2,2003.0,Action,Ubisoft,0.06,0.05,0.0,0.02,0.13,48,4.5,LightWeight,No info,26,8
3697,Iridion II,GBA,2003.0,Shooter,Vivendi Games,0.09,0.03,0.0,0.0,0.13,78,8.3,Shin'en,1 Player,13,8
3698,Brothers: A Tale of Two Sons,PS4,2015.0,Adventure,505 Games,0.03,0.08,0.0,0.02,0.13,81,8.0,Starbreeze,No info,10,179
3699,Whiplash,PS2,2003.0,Racing,Eidos Interactive,0.06,0.05,0.0,0.02,0.13,66,8.4,CrystalDynamics,1 Player,32,16
3700,Warcraft III: Reign of Chaos,PC,2002.0,Strategy,Vivendi Games,0.03,0.08,0.0,0.02,0.13,92,9.2,BlizzardEntertainment,No info,40,2041
3701,Spider-Man: Battle for New York,DS,2006.0,Platform,Activision,0.12,0.0,0.0,0.01,0.13,68,6.8,TorusGames,1-2 ,13,10
3702,Alter Echo,PS2,2003.0,Shooter,THQ,0.06,0.05,0.0,0.02,0.13,62,7.0,OutrageGames,1 Player,26,10
3703,Hour of Victory,X360,2007.0,Shooter,Midway Games,0.1,0.01,0.0,0.01,0.13,37,3.1,Nfusion,12  Online,33,46
3704,NBA 08,PS2,2007.0,Sports,Sony Computer Entertainment,0.06,0.05,0.0,0.02,0.13,59,tbd,SCEASanDiegoStudios,2  Online,16,0
3705,7 Wonders of the Ancient World,DS,2007.0,Puzzle,Funsta,0.1,0.01,0.0,0.01,0.13,60,8.3,HotLavaGames,No Online Multiplayer,7,49
3706,Just Cause 2,PC,2010.0,Action,Square Enix,0.0,0.1,0.0,0.03,0.13,84,7.7,AvalancheStudios,No Online Multiplayer,33,995
3707,Ty the Tasmanian Tiger 2: Bush Rescue,GBA,2004.0,Platform,Electronic Arts,0.09,0.03,0.0,0.0,0.13,63,6.4,KromeStudios,1 Player,7,5
3708,Overlord: Raising Hell,PS3,2008.0,Action,Codemasters,0.07,0.04,0.0,0.02,0.13,72,7.8,4JStudios,1 Player,35,29
3709,Sega GT,DC,2000.0,Racing,Sega,0.0,0.0,0.13,0.0,0.13,84,7.6,TOSE,No info,25,14
3710,Legends of Wrestling,GC,2002.0,Fighting,Acclaim Entertainment,0.1,0.03,0.0,0.0,0.13,50,6.8,Acclaim,1-4 ,18,4
3711,Brothers in Arms: Double Time,Wii,2008.0,Shooter,Ubisoft,0.11,0.0,0.0,0.01,0.13,45,6.6,GearboxSoftware,No Online Multiplayer,13,17
3712,Portal Runner,PS2,2001.0,Platform,3DO,0.06,0.05,0.0,0.02,0.13,53,7.4,3DO,1-2 ,18,5
3713,Batman: Arkham Knight,PC,2015.0,Action,Warner Bros. Interactive Entertainment,0.08,0.03,0.0,0.01,0.13,70,3.5,"RocksteadyStudios,IronGalaxyStudios",No Online Multiplayer,14,2290
3714,Warriors Orochi 2,PS2,2008.0,Action,Tecmo Koei,0.06,0.05,0.0,0.02,0.13,52,8.5,OmegaForce,1-2 ,9,15
3715,City Crisis,PS2,2001.0,Simulation,Take-Two Interactive,0.06,0.05,0.0,0.02,0.13,63,6.2,Syscom,1 Player,20,5
3716,Dynasty Warriors 5 Empires,X360,2006.0,Action,Tecmo Koei,0.11,0.01,0.0,0.01,0.13,61,8.2,OmegaForce,1-2 ,40,19
3717,LEGO Batman 2: DC Super Heroes,WiiU,2013.0,Action,Warner Bros. Interactive Entertainment,0.05,0.07,0.0,0.01,0.13,77,7.3,TTGames,No Online Multiplayer,7,33
3718,Thor: God of Thunder,DS,2011.0,Action,Sega,0.09,0.03,0.0,0.01,0.13,64,7.2,WayForward,No Online Multiplayer,18,13
3719,Ice Age: Dawn of the Dinosaurs,X360,2009.0,Action,Activision,0.09,0.03,0.0,0.01,0.13,68,7.4,Activision,1-4 ,28,8
3720,SimAnimals Africa,Wii,2009.0,Simulation,Electronic Arts,0.1,0.01,0.0,0.01,0.13,53,6.3,ElectronicArts,No Online Multiplayer,7,4
3721,Drome Racers,PS2,2002.0,Racing,Electronic Arts,0.06,0.05,0.0,0.02,0.13,57,tbd,AttentionToDetail,1-2 ,10,0
3722,X-Men: Next Dimension,GC,2002.0,Fighting,Activision,0.1,0.03,0.0,0.0,0.13,63,7.8,Exakt,1-2 ,17,9
3723,Impossible Mission,DS,2007.0,Platform,System 3 Arcade Software,0.12,0.0,0.0,0.01,0.13,61,4.8,System3,1 Player,8,6
3724,Teenage Mutant Ninja Turtles: Arcade Attack,DS,2009.0,Action,Ubisoft,0.12,0.0,0.0,0.01,0.13,36,5.9,Ubisoft,No info,8,7
3725,Freedom Fighters,GC,2003.0,Shooter,Electronic Arts,0.1,0.03,0.0,0.0,0.13,83,7.5,IoInteractive,1-4 ,15,14
3726,Mega Man X Collection,GC,2006.0,Misc,Capcom,0.1,0.03,0.0,0.0,0.13,75,8.9,Capcom,1-2 ,23,62
3727,Dragon Ball: Origins,DS,2008.0,Action,Atari,0.09,0.03,0.0,0.01,0.13,78,7.8,GameRepublic,2  Online,18,22
3728,Smash Court Tennis Pro Tournament 2,PS2,2004.0,Sports,Sony Computer Entertainment,0.06,0.05,0.0,0.02,0.13,74,8.6,Namco,1-4 ,41,15
3729,Eat Lead: The Return of Matt Hazard,X360,2009.0,Shooter,D3Publisher,0.1,0.01,0.0,0.01,0.13,53,7.1,ViciousCycle,1 Player,53,29
3730,Battleborn,XOne,2016.0,Shooter,Take-Two Interactive,0.08,0.04,0.0,0.01,0.13,71,7.1,GearboxSoftware,Up to 10 ,20,180
3731,Conduit 2,Wii,2011.0,Shooter,Sega,0.07,0.04,0.0,0.01,0.13,64,7.7,HighVoltageSoftware,Up to 12 ,51,64
3732,Supremacy MMA,PS3,2011.0,Fighting,505 Games,0.06,0.04,0.0,0.02,0.13,47,5.6,KungFuFactory,2 ,17,5
3733,Geometry Wars: Galaxies,Wii,2007.0,Shooter,Vivendi Games,0.11,0.0,0.0,0.01,0.13,80,8.1,"BizarreCreations,KujuEntertainment",1-2 ,55,28
3734,Horse Life,DS,2007.0,Simulation,Game Life,0.09,0.02,0.0,0.01,0.13,68,tbd,NekoEntertainment,1 Player,9,0
3735,Monster Truck Madness,GBA,2003.0,Racing,THQ,0.09,0.03,0.0,0.0,0.12,75,tbd,Tantalus,1 Player,10,0
3736,Ninja Reflex,Wii,2008.0,Action,Electronic Arts,0.11,0.01,0.0,0.01,0.12,49,5.9,SanzaruGames,No info,26,14
3737,Marvel Avengers: Battle for Earth,WiiU,2012.0,Action,Ubisoft,0.07,0.04,0.0,0.01,0.12,50,5.2,UbisoftQuebec,No info,10,26
3738,NHL 2K7,PS3,2006.0,Sports,Take-Two Interactive,0.11,0.0,0.0,0.01,0.12,79,6.6,KushGames,Up to 8 ,24,5
3739,Sleeping Dogs,PC,2012.0,Action,Square Enix,0.06,0.05,0.0,0.02,0.12,80,8.2,UnitedFrontGames,No Online Multiplayer,23,1425
3740,Mega Man X: Command Mission,GC,2004.0,Role-Playing,Capcom,0.1,0.02,0.0,0.0,0.12,67,8.7,Capcom,1 Player,21,62
3741,Godzilla Unleashed: Double Smash,DS,2007.0,Action,Atari,0.11,0.0,0.0,0.01,0.12,28,5.6,SantaCruzGames,No Online Multiplayer,18,11
3742,Star Trek: Conquest,Wii,2007.0,Strategy,Bethesda Softworks,0.11,0.01,0.0,0.01,0.12,49,5.1,4JStudios,1 Player,18,12
3743,Obscure: The Aftermath,Wii,2008.0,Action,Playlogic Game Factory,0.12,0.0,0.0,0.01,0.12,53,8.3,Hydravision,1-2 ,19,15
3744,Blackwater,X360,2011.0,Shooter,505 Games,0.09,0.02,0.0,0.01,0.12,37,4.8,ZombieStudios,No info,12,15
3745,Pryzm Chapter One: The Dark Unicorn,PS2,2002.0,Adventure,TDK Mediactive,0.06,0.05,0.0,0.02,0.12,59,3.6,DigitalIllusions,1 Player,8,10
3746,Homefront: The Revolution,XOne,2016.0,Shooter,Deep Silver,0.05,0.07,0.0,0.01,0.12,49,4.4,DeepSilverDambusterStudios,Up to 4 ,12,138
3747,Guilty Gear X,PS2,2001.0,Fighting,Sammy Corporation,0.06,0.05,0.0,0.02,0.12,79,7.8,ArcSystemWorks,1-2 ,15,21
3748,Disney's PK: Out of the Shadows,PS2,2002.0,Platform,Ubisoft,0.06,0.05,0.0,0.02,0.12,49,6.4,Ubisoft,1 Player,14,8
3749,Rocket League,XOne,2016.0,Sports,505 Games,0.03,0.09,0.0,0.01,0.12,87,8.1,"Psyonix,PanicButton",Up to 8 ,22,299
3750,Puzzle Quest 2,DS,2010.0,Puzzle,D3Publisher,0.11,0.0,0.0,0.01,0.12,74,5.8,InfiniteInteractive,No info,27,11
3751,Puzzle Quest: Challenge of the Warlords,PS2,2007.0,Puzzle,D3Publisher,0.06,0.05,0.0,0.02,0.12,78,7.0,InfiniteInteractive,1-2 ,11,6
3752,Final Fantasy XIV: Heavensward,PS4,2015.0,Action,Square Enix,0.0,0.05,0.06,0.01,0.12,86,8.3,SquareEnix,Massively Multiplayer,20,394
3753,Makai Kingdom: Chronicles of the Sacred Tome,PS2,2005.0,Role-Playing,Tecmo Koei,0.06,0.05,0.0,0.02,0.12,77,8.5,NipponIchiSoftware,1 Player,41,13
3754,The Ant Bully,GC,2006.0,Platform,Midway Games,0.09,0.02,0.0,0.0,0.12,51,4.8,ArtificialMindandMovement,1 Player,8,4
3755,Dragon Ball Z: Battle of Z,PSV,2014.0,Fighting,Namco Bandai Games,0.0,0.04,0.06,0.02,0.12,66,7.3,Artdink,No info,7,61
3756,Madden NFL 06,DS,2005.0,Sports,Electronic Arts,0.11,0.0,0.0,0.01,0.12,66,6.3,ExientEntertainment,No Online Multiplayer,9,12
3757,Lunar: Dragon Song,DS,2005.0,Role-Playing,Rising Star Games,0.11,0.0,0.0,0.01,0.12,59,5.8,"GameArts,JapanArtMedia(JAM)",1-2 ,30,18
3758,Puzzle Kingdoms,Wii,2009.0,Puzzle,Zoo Digital Publishing,0.11,0.0,0.0,0.01,0.12,63,tbd,InfiniteInteractive,No Online Multiplayer,11,0
3759,Bodycount,PS3,2011.0,Shooter,Codemasters,0.05,0.06,0.0,0.02,0.12,50,4.0,GuildfordStudio,Up to 12 ,40,34
3760,Megamind: Ultimate Showdown,X360,2010.0,Action,THQ,0.07,0.04,0.0,0.01,0.12,33,5.0,"THQAustralia,THQStudioAustralia",No info,7,7
